id,url,recipe,average_ratingvalue,kcalories,protein,carbs,fat,saturates,fibre,sugar,salt,binned_serving,step,ingredient,cooktime,preptime,total_time,cate_Dinner,cate_Main.course,cate_Side.dish,cate_Snack,cate_Brunch,cate_Treat,cate_Soup.course,cate_Afternoon.tea,cate_Dessert,cate_Vegetable.course,cate_Supper,cate_Lunch,cate_Breakfast,cate_Cocktails,cate_Drink,cate_Buffet,cate_Starter,cate_Condiment,cate_Canapes,cate_Pasta.course,cate_Fish.Course,country_america,country_asia,country_europe,country_other,level_Easy,level_For the keen cook,level_Moderately easy
21,http://www.bbcgoodfood.com/recipes/1940/20minute-seafood-pasta-,20-minute seafood pasta ,4.457145,370,5,1,62,0,4,23,1.4,3,93,9,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
22,http://www.bbcgoodfood.com/recipes/1114/30minute-braised-chicken,30-minute braised chicken,4.613635,310,43,17,5,1,3,0,0.3,3,82,8,30,10,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23,http://www.bbcgoodfood.com/recipes/3231/30-minute-chicken-and-tarragon-pasta,30 minute chicken & tarragon pasta,3.770835,560,35,65,19,7,3,0,0.58,3,89,8,0,30,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24,http://www.bbcgoodfood.com/recipes/1495/4-creamy-dips-,4 creamy dips ,4.875,36,4,2,1,1,0,0,0.28,3,81,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
26,http://www.bbcgoodfood.com/recipes/2310/7cup-christmas-pudding,7-cup Christmas pudding,4.76923,685,6,92,35,22,2,38,1.04,3,197,16,0,180,180,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,http://www.bbcgoodfood.com/recipes/1313/a-good-steak-and-kidney-pie,A good steak & kidney pie,4.48,831,54,44,50,26,3,0,1,3,626,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,http://www.bbcgoodfood.com/recipes/1754/a-nice-rice-pudding,A nice rice pudding,4.32558,214,8,40,3,2,0,21,0.19,3,164,5,120,5,125,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,http://www.bbcgoodfood.com/recipes/2369/a-risotto-for-early-summer,A risotto for early summer,4.416665,674,28,6,83,0,8,21,1.78,1,244,9,50,0,50,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,http://www.bbcgoodfood.com/recipes/acai-smoothie,Acai smoothie ,0,200,3,38,3,1,3,34,0.1,2,164,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31,http://www.bbcgoodfood.com/recipes/caraje-black-eyed-pea-fritters-shrimp-filling,Acaraje black-eyed pea fritters with shrimp filling,3.75,98,5,8,5,2,2,1,0.4,4,194,19,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32,http://www.bbcgoodfood.com/recipes/acquacotta,Acquacotta,3.75,239,12,3,17,6,4,14,0.8,3,153,12,40,20,60,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33,http://www.bbcgoodfood.com/recipes/2534656/affogato-al-caff-vanilla-ice-cream-and-coffee,Affogato al caffe (Vanilla ice cream & coffee),4,107,6,4,11,11,0,2,0.1,3,62,2,0,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,http://www.bbcgoodfood.com/recipes/1826674/afterdinner-mint-cream,After-dinner mint cream,4,595,3,33,51,30,0,32,0.21,3,164,5,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,http://www.bbcgoodfood.com/recipes/afternoon-pick-me-smoothie,Afternoon pick-me-up smoothie,0,250,5,29,11,1,5,22,0.3,4,164,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
36,http://www.bbcgoodfood.com/recipes/3159680/afternoontea-churros,Afternoon tea churros,0,266,3,25,17,7,1,14,0.1,3,239,9,25,15,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,http://www.bbcgoodfood.com/recipes/2624/aoli,Aioli,4.25,661,2,1,72,10.5,0.2,0.5,0.3,3,164,5,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
38,http://www.bbcgoodfood.com/recipes/akoori-indian-scrambled-eggs,Akoori (Indian scrambled eggs),4.0625,186,12,4,13,5,1,3,0.3,3,110,11,10,10,20,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,http://www.bbcgoodfood.com/recipes/alaskan-yule-log,Alaskan yule log,0,478,12,67,18,10,1,65,0.6,3,574,8,45,50,95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,http://www.bbcgoodfood.com/recipes/1129657/alexs-mega-brownies,Alex's mega brownies,4.38,164,2,19,9,5,0,14,0.16,4,109,10,35,10,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41,http://www.bbcgoodfood.com/recipes/drink-me-raspberry-vanilla-vodka,Alice in Wonderland raspberry vodka,0,51,0.1,4,0,0,0.2,4,0,1,121,4,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
42,http://www.bbcgoodfood.com/recipes/eat-me-chessboard-sugar-cookie-cards-0,Alice in Wonderland wedding cookies,3.75,164,2,22,7,4,0.8,11,0.1,4,422,13,90,60,150,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,http://www.bbcgoodfood.com/recipes/alkalising-green-soup,Alkalising green soup,3.333335,182,10,14,8,1,5,4,0.7,2,139,12,20,15,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
44,http://www.bbcgoodfood.com/recipes/1769/allamerican-chocolate-chunk-cookies,All-American chocolate chunk cookies,4.32927,381,7,36,24,10,2,27,0.42,4,252,9,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,http://www.bbcgoodfood.com/recipes/775644/allday-breakfast,All-day breakfast,2.95,587,28,13,48,15,2,5,3.67,3,105,7,30,5,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
46,http://www.bbcgoodfood.com/recipes/7398/allinonebaked-mushrooms,All-in-one-baked mushrooms,4.333335,379,30,1,28,6,3,1,1.79,2,102,4,25,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47,http://www.bbcgoodfood.com/recipes/8030/allinone-cabbage-with-beans-and-carrots,All-in-one cabbage with beans & carrots,4.842105,169,10,15,8,3,0,8,1.17,3,164,6,10,10,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,http://www.bbcgoodfood.com/recipes/1498/allinone-chicken-traybake,All-in-one chicken traybake,4.092105,520,35,44,24,4,7,0,3.58,3,114,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,http://www.bbcgoodfood.com/recipes/559631/allinone-chicken-potatoes-and-green-beans,"All-in-one chicken, potatoes & green beans",2.666665,706,62,18,43,12,4,5,0.98,3,105,7,120,10,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
50,http://www.bbcgoodfood.com/recipes/1755/allinone-chicken-squash-and-new-potato-casserole,"All-in-one chicken, squash & new potato casserole",4.714285,413,41,50,6.5,1.5,8,13,1,2,87,9,35,10,45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51,http://www.bbcgoodfood.com/recipes/1470/allinone-chunky-winter-broth,All-in-one chunky winter broth,3.57143,219,16,34,3,1,12,0,3.61,3,65,6,20,0,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,http://www.bbcgoodfood.com/recipes/1267635/allinone-gammon-egg-and-chips,"All-in-one gammon, egg & chips",5,581,37,34,34,11,3,1,4.82,1,97,5,45,5,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53,http://www.bbcgoodfood.com/recipes/9629/allinone-leek-and-pork-pot-roast,All-in-one leek & pork pot roast,4.333335,470,32,9,33,13,0,7,0.36,3,206,12,120,15,135,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
54,http://www.bbcgoodfood.com/recipes/all-one-posh-lamb-balti,All-in-one posh lamb balti,5,670,64,19,39,15,4,13,1.2,3,205,19,260,35,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55,http://www.bbcgoodfood.com/recipes/1789640/allinone-roast-bubble-and-squeak,All-in-one roast bubble & squeak,4.5,265,10,31,12,7,6,4,0.8,3,96,4,40,10,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
56,http://www.bbcgoodfood.com/recipes/988637/allinone-roast-chicken-and-veg,All-in-one roast chicken & veg,4.485295,300,34,27,7,1,5,10,0.32,2,164,8,50,10,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,http://www.bbcgoodfood.com/recipes/2037637/allinone-spring-roast-chicken,All-in-one spring roast chicken,3.333335,624,45,21,40,14,5,4,0.6,3,181,8,85,15,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,http://www.bbcgoodfood.com/recipes/5029/allthetrimmings-roast-potatoes,All-the-trimmings roast potatoes,3.5,396,10,56,16,4,5,6,0.71,3,54,5,45,5,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
59,http://www.bbcgoodfood.com/recipes/146618/all-inone-bread-sauce,All in-one bread sauce,0,77,4,13,2,1,1,4,0.29,3,164,6,15,5,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
60,http://www.bbcgoodfood.com/recipes/allotment-cake-0,Allotment cake,0,625,6,76,32,9,2,59,0.7,4,275,21,25,40,65,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
61,http://www.bbcgoodfood.com/recipes/1653/almondcrusted-fish-with-saffron-sauce,Almond-crusted fish with saffron sauce,4.3,375,24,8,2,0,1,38,0.61,2,121,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
62,http://www.bbcgoodfood.com/recipes/almond-topped-mince-pies,Almond-topped mince pies,3.75,284,4,33,14,7,1,22,0.1,4,286,15,25,40,65,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
63,http://www.bbcgoodfood.com/recipes/1581641/almond-and-apricot-trifles,Almond & apricot trifles,3.5,1017,10,99,62,34,3,77,0.97,3,80,6,0,10,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
64,http://www.bbcgoodfood.com/recipes/2132/almond-and-cinnamon-rice,Almond & cinnamon rice,5,168,4,27,6,1,1,0.01,0,3,88,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
65,http://www.bbcgoodfood.com/recipes/1108650/almond-and-honey-pastries-with-orange-cream,Almond & honey pastries with orange cream,4,397,7,21,32,14,2,13,0.26,4,238,12,15,45,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
66,http://www.bbcgoodfood.com/recipes/9839/almond-and-lemon-curd-buttons,Almond & lemon curd buttons,4,225,3,22,15,7,1,10,0.21,4,160,10,15,15,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
67,http://www.bbcgoodfood.com/recipes/2195644/almond-and-lemon-meringue-roulade,Almond & lemon meringue roulade,4.923075,394,4,38,25,13,0,36,0.1,3,175,10,35,15,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
68,http://www.bbcgoodfood.com/recipes/almond-raspberry-cruffins,Almond & raspberry cruffins,3.75,501,8,45,32,17,1,18,0.5,3,488,13,25,40,65,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
69,http://www.bbcgoodfood.com/recipes/2220648/almond-biscuits,Almond biscuits,2.0625,47,2,0,5,4,0,1,0,4,120,4,20,15,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
70,http://www.bbcgoodfood.com/recipes/2536655/almond-butter,Almond butter,4.1875,93,3,1,8,1,1,1,0,4,67,3,10,15,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
71,http://www.bbcgoodfood.com/recipes/2358650/almond-florentines,Almond florentines,5,330,9,18,24,4,4,14,0.1,3,164,5,18,15,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
72,http://www.bbcgoodfood.com/recipes/11597/almond-meringue-with-summer-berries,Almond meringue with summer berries,4.5,581,10,44,44,22,2,44,0.17,3,277,7,70,30,100,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
73,http://www.bbcgoodfood.com/recipes/5396/almond-raisin-cake-with-sherry,Almond raisin cake with sherry,4.46154,501,9,52,27,4,2,38,0.57,3,194,10,30,15,45,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
74,http://www.bbcgoodfood.com/recipes/2404/almostinstant-sweet-wine-icecream,Almost-instant sweet wine ice-cream,4.8,461,1,23,38,21,0,20,0.05,3,52,4,0,10,10,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
75,http://www.bbcgoodfood.com/recipes/10992/amalfistyle-prawns,Amalfi-style prawns,4.75,181,6,1,10,1,0,21,0.7,3,130,6,5,15,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
76,http://www.bbcgoodfood.com/recipes/2690/amalfi-salads,Amalfi salads,4,164,15,2,6,0,2,3,1.77,3,124,7,20,0,20,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
77,http://www.bbcgoodfood.com/recipes/amaranth-porridge-green-tea-ginger-compote,Amaranth porridge with green tea & ginger compote,0,485,19,67,12,4,13,36,0.4,2,188,9,25,10,35,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
78,http://www.bbcgoodfood.com/recipes/3028682/amaretti-and-sultana-cheesecake,Amaretti & sultana cheesecake,4.454545,654,49,30,42,34,1,7,1,4,173,13,35,20,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
79,http://www.bbcgoodfood.com/recipes/2090/amaretti-peaches-with-honey-and-chocolate,Amaretti peaches with honey & chocolate,4.55,264,11,3,37,16,3,6,0.23,3,136,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,http://www.bbcgoodfood.com/recipes/864650/amaretto-fizz,Amaretto fizz,5,263,0,0,26,26,0,1,0.05,3,22,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
81,http://www.bbcgoodfood.com/recipes/amaretto-meringue-cake-strawberries-cherries,Amaretto meringue cake with strawberries & cherries,5,371,4,30,25,14,1,30,0.1,4,349,10,60,30,90,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
82,http://www.bbcgoodfood.com/recipes/amatriciana-chicken-traybake,Amatriciana chicken traybake,4.708335,472,20,5,27,6,4,46,1.5,3,157,10,60,15,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
83,http://www.bbcgoodfood.com/recipes/863639/americanstyle-pancakes-with-vanilla-berry-compote,American-style pancakes with vanilla berry compote,3.25,367,8,52,16,3,3,29,1.78,3,138,9,30,20,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
84,http://www.bbcgoodfood.com/recipes/1525/americanstyle-pineapple-and-banana-pancakes,American-style pineapple & banana pancakes,4.52907,230,6,42,6,1,1,11,0.7,3,116,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,http://www.bbcgoodfood.com/recipes/1127/americanstyle-salad-with-palm-hearts,American-style salad with palm hearts,5,557,11,7,54,12,5,0,1.15,3,116,7,0,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
86,http://www.bbcgoodfood.com/recipes/4915/american-blueberry-pancakes,American blueberry pancakes,4.6875,108,4,18,3,1,1,0,0.41,3,150,8,35,0,35,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
87,http://www.bbcgoodfood.com/recipes/5047/american-pecan-pies,American pecan pies,3.30769,871,13,89,53,20,3,50,0.87,3,177,13,25,40,65,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
88,http://www.bbcgoodfood.com/recipes/2249645/anchovy-palmiers,Anchovy palmiers,4.166665,85,3,5,5,3,0,0,0.5,4,115,4,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
89,http://www.bbcgoodfood.com/recipes/andalusian-style-chicken,Andalusian-style chicken,4.5,236,23,11,11,1,1,10,0.5,3,114,14,30,10,40,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
90,http://www.bbcgoodfood.com/recipes/1837656/angels-kiss,Angel’s kiss,4,318,25,15,11,11,0,1,0.1,3,53,3,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
92,http://www.bbcgoodfood.com/recipes/2100/angelas-summer-pudding,Angela's summer pudding,5,245,4,55,1,0,5,35,0.29,3,511,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
93,http://www.bbcgoodfood.com/recipes/1004/angela-nilsens-christmas-cake,Angela Nilsen's Christmas cake,4.852275,427,7,53,22,8,2,17,0.42,4,205,16,165,50,215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
94,http://www.bbcgoodfood.com/recipes/1916639/angelas-lighter-chocolate-tart,Angela’s lighter chocolate tart,4.52778,243,4.4,25.8,13.4,7.3,1.3,13.7,0.3,3,414,15,25,35,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
95,http://www.bbcgoodfood.com/recipes/786678/anjou-pear-cake,Anjou pear cake,4.666665,191,4,22,10,5,2,13,0.55,3,149,11,50,15,65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
96,http://www.bbcgoodfood.com/recipes/2866/annies-potato-and-tomato-bake,Annie's potato & tomato bake,3,306,6,46,12,2,4,0,0.11,3,104,3,55,20,75,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
97,http://www.bbcgoodfood.com/recipes/1511688/antipasti-peach-platter,Antipasti peach platter,5,134,10,3,5,4,1,7,0.61,3,35,7,0,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
